frame,x,y,velocity,snr
25,0.218,1.378,0.000,36.400
25,-0.627,3.962,0.000,21.600
25,-2.595,4.138,0.000,21.200
25,-4.426,2.065,0.000,21.200
26,-0.079,0.037,0.000,35.600
26,0.065,0.058,0.000,35.600
26,-0.240,0.655,0.000,15.300
26,0.000,0.698,0.000,15.300
26,0.218,1.378,0.000,36.800
26,-0.627,3.962,0.000,22.200
26,-2.595,4.138,0.000,19.400
27,-0.079,0.037,0.000,37.600
27,0.065,0.058,0.000,37.600
27,0.022,0.697,0.000,16.900
27,0.218,1.378,0.000,37.300
27,-0.627,3.962,0.000,22.000
27,-2.595,4.138,0.000,19.900
27,-4.426,2.065,0.000,19.900
28,-0.079,0.037,0.000,37.800
28,0.065,0.058,0.000,37.800
28,0.218,1.378,0.000,37.600
28,-0.627,3.962,0.000,22.000
28,-2.595,4.138,0.000,20.300
28,-4.426,2.065,0.000,20.300
29,-0.079,0.037,0.000,36.500
29,0.065,0.058,0.000,36.500
29,0.218,1.378,0.000,36.300
29,-0.627,3.962,0.000,21.600
29,-2.595,4.138,0.000,20.300
30,-0.079,0.037,0.000,36.300
30,0.065,0.058,0.000,36.300
30,0.218,1.378,0.000,36.600
30,-0.627,3.962,0.000,21.100
30,-2.747,4.038,0.000,19.600
31,-0.079,0.037,0.000,36.100
31,0.065,0.058,0.000,36.100
31,0.218,1.378,0.000,35.800
31,-0.627,3.962,0.000,21.700
31,-2.747,4.038,0.000,20.100
32,-0.079,0.037,0.000,35.400
32,0.065,0.058,0.000,35.400
32,0.218,1.378,0.000,34.700
32,-0.627,3.962,0.000,22.300
32,-2.747,4.038,0.000,20.900
33,-0.079,0.037,0.000,34.900
33,0.065,0.058,0.000,34.900
33,0.218,1.378,0.000,37.600
33,-0.627,3.962,0.000,21.600
33,-2.747,4.038,0.000,19.100
34,-0.079,0.037,0.000,34.600
34,0.065,0.058,0.000,34.600
34,0.218,1.378,0.000,35.900
34,-0.627,3.962,0.000,21.900
34,-2.747,4.038,0.000,19.000
35,-0.079,0.037,0.000,35.300
35,0.065,0.058,0.000,35.300
35,0.218,1.378,0.000,36.400
35,-0.627,3.962,0.000,21.600
35,-2.747,4.038,0.000,20.100
36,-0.079,0.037,0.000,35.600
36,0.065,0.058,0.000,35.600
36,0.218,1.378,0.000,35.200
36,-0.627,3.962,0.000,22.500
36,-2.595,4.138,0.000,19.300
36,-4.426,2.065,0.000,19.300
37,-0.079,0.037,0.000,35.500
37,0.065,0.058,0.000,35.500
37,0.218,1.378,0.000,35.800
37,-0.627,3.962,0.000,21.500
37,-2.595,4.138,0.000,20.400
38,-0.079,0.037,0.000,35.900
38,0.065,0.058,0.000,35.900
38,0.218,1.378,0.000,34.200
38,-0.627,3.962,0.000,22.000
38,-2.595,4.138,0.000,19.800
39,-0.079,0.037,0.000,35.700
39,0.065,0.058,0.000,35.700
39,0.218,1.378,0.000,34.500
39,-0.627,3.962,0.000,22.400
39,-2.595,4.138,0.000,20.200
39,-4.426,2.065,0.000,20.200
40,-0.079,0.037,0.000,36.400
40,0.065,0.058,0.000,36.400
40,0.218,1.378,0.000,35.500
40,-0.627,3.962,0.000,21.800
40,-2.747,4.038,0.000,19.300
41,-0.079,0.037,0.000,35.900
41,0.065,0.058,0.000,35.900
41,0.218,1.378,0.000,34.600
41,-0.627,3.962,0.000,21.800
41,-2.595,4.138,0.000,19.900
42,-0.079,0.037,0.000,35.800
42,0.065,0.058,0.000,35.800
42,0.218,1.378,0.000,35.100
42,-0.627,3.962,0.000,22.600
42,-2.595,4.138,0.000,19.800
43,-0.079,0.037,0.000,37.400
43,0.065,0.058,0.000,37.400
43,0.218,1.378,0.000,37.000
43,-0.627,3.962,0.000,21.300
43,-2.595,4.138,0.000,18.600
44,-0.079,0.037,0.000,36.700
44,0.065,0.058,0.000,36.700
44,0.218,1.378,0.000,37.600
44,-0.627,3.962,0.000,21.500
44,-2.595,4.138,0.000,19.600
45,-0.079,0.037,0.000,36.700
45,0.065,0.058,0.000,36.700
45,0.218,1.378,0.000,36.800
45,-0.627,3.962,0.000,21.900
45,-2.747,4.038,0.000,20.100
46,-0.079,0.037,0.000,37.000
46,0.065,0.058,0.000,37.000
46,0.218,1.378,0.000,36.100
46,-0.627,3.962,0.000,21.200
46,-2.595,4.138,0.000,20.700
47,-0.079,0.037,0.000,36.800
47,0.065,0.058,0.000,36.800
47,0.218,1.378,0.000,35.300
47,-0.627,3.962,0.000,22.400
47,-2.595,4.138,0.000,20.300
48,-0.079,0.037,0.000,36.900
48,0.065,0.058,0.000,36.900
48,0.218,1.378,0.000,35.300
48,-0.627,3.962,0.000,23.100
48,-2.595,4.138,0.000,20.400
48,-4.426,2.065,0.000,20.400
49,-0.079,0.037,0.000,36.900
49,0.065,0.058,0.000,36.900
49,0.218,1.378,0.000,35.500
49,-0.627,3.962,0.000,22.500
49,-2.595,4.138,0.000,19.100
50,-0.079,0.037,0.000,37.000
50,0.065,0.058,0.000,37.000
50,0.218,1.378,0.000,34.900
50,-0.627,3.962,0.000,21.800
50,-2.595,4.138,0.000,19.200
51,-0.079,0.037,0.000,36.900
51,0.065,0.058,0.000,36.900
51,0.218,1.378,0.000,35.500
51,-0.627,3.962,0.000,21.600
51,-2.595,4.138,0.000,20.700
52,-0.079,0.037,0.000,37.200
52,0.065,0.058,0.000,37.200
52,0.218,1.378,0.000,35.700
52,-0.627,3.962,0.000,22.200
52,-2.595,4.138,0.000,20.900
53,-0.079,0.037,0.000,36.900
53,0.065,0.058,0.000,36.900
53,0.218,1.378,0.000,36.000
53,-0.627,3.962,0.000,21.600
53,-2.595,4.138,0.000,20.800
53,-4.426,2.065,0.000,20.800
54,-0.079,0.037,0.000,37.200
54,0.065,0.058,0.000,37.200
54,0.218,1.378,0.000,36.200
54,-0.627,3.962,0.000,23.400
54,-2.595,4.138,0.000,19.400
55,-0.079,0.037,0.000,37.000
55,0.065,0.058,0.000,37.000
55,0.218,1.378,0.000,35.700
55,-0.627,3.962,0.000,22.200
55,-2.595,4.138,0.000,19.900
56,-0.079,0.037,0.000,36.900
56,0.065,0.058,0.000,36.900
56,0.218,1.378,0.000,35.500
56,-0.627,3.962,0.000,22.600
56,-2.595,4.138,0.000,19.400
57,-0.079,0.037,0.000,36.900
57,0.065,0.058,0.000,36.900
57,0.218,1.378,0.000,35.700
57,-0.627,3.962,0.000,22.200
57,-2.595,4.138,0.000,19.900
58,-0.079,0.037,0.000,37.200
58,0.065,0.058,0.000,37.200
58,0.218,1.378,0.000,35.500
58,-0.627,3.962,0.000,22.300
58,-2.595,4.138,0.000,21.200
58,-4.426,2.065,0.000,21.200
59,-0.079,0.037,0.000,37.100
59,0.065,0.058,0.000,37.100
59,0.218,1.378,0.000,35.600
59,-0.627,3.962,0.000,22.600
59,-2.595,4.138,0.000,20.600
60,-0.079,0.037,0.000,36.600
60,0.065,0.058,0.000,36.600
60,0.218,1.378,0.000,34.800
60,-0.627,3.962,0.000,23.200
60,-2.595,4.138,0.000,19.600
61,-0.079,0.037,0.000,36.300
61,0.065,0.058,0.000,36.300
61,0.218,1.378,0.000,35.200
61,-0.627,3.962,0.000,22.100
61,-2.595,4.138,0.000,18.900
61,-4.426,2.065,0.000,18.900
62,-0.079,0.037,0.000,36.500
62,0.065,0.058,0.000,36.500
62,0.218,1.378,0.000,34.800
62,-0.627,3.962,0.000,22.300
62,-2.595,4.138,0.000,19.800
63,-0.079,0.037,0.000,36.000
63,0.065,0.058,0.000,36.000
63,0.218,1.378,0.000,34.000
63,-0.627,3.962,0.000,22.000
63,-2.595,4.138,0.000,19.300
64,-0.079,0.037,0.000,35.000
64,0.065,0.058,0.000,35.000
64,0.218,1.378,0.000,35.200
64,-0.627,3.962,0.000,21.200
64,-2.595,4.138,0.000,18.900
65,-0.079,0.037,0.000,35.200
65,0.065,0.058,0.000,35.200
65,0.218,1.378,0.000,34.700
65,-0.627,3.962,0.000,21.400
65,-2.747,4.038,0.000,19.800
65,-4.426,2.065,0.000,19.800
66,-0.079,0.037,0.000,36.000
66,0.065,0.058,0.000,36.000
66,0.218,1.378,0.000,34.300
66,-0.627,3.962,0.000,22.000
66,-2.595,4.138,0.000,18.800
67,-0.079,0.037,0.000,35.000
67,0.065,0.058,0.000,35.000
67,0.218,1.378,0.000,34.600
67,-0.627,3.962,0.000,22.500
67,-2.595,4.138,0.000,20.700
68,-0.079,0.037,0.000,34.500
68,0.065,0.058,0.000,34.500
68,0.218,1.378,0.000,34.400
68,-0.627,3.962,0.000,21.200
68,-2.595,4.138,0.000,19.300
69,-0.079,0.037,0.000,35.700
69,0.065,0.058,0.000,35.700
69,0.218,1.378,0.000,35.400
69,-0.627,3.962,0.000,22.000
69,-2.595,4.138,0.000,18.600
70,-0.079,0.037,0.000,36.200
70,0.065,0.058,0.000,36.200
70,0.218,1.378,0.000,35.300
70,-0.627,3.962,0.000,21.400
70,-2.595,4.138,0.000,18.400
70,-4.426,2.065,0.000,18.400
71,-0.079,0.037,0.000,36.200
71,0.065,0.058,0.000,36.200
71,0.218,1.378,0.000,36.000
71,-0.627,3.962,0.000,21.700
71,-2.595,4.138,0.000,19.800
72,-0.079,0.037,0.000,36.700
72,0.065,0.058,0.000,36.700
72,0.218,1.378,0.000,35.700
72,-0.627,3.962,0.000,21.200
72,-2.595,4.138,0.000,20.500
73,-0.079,0.037,0.000,35.200
73,0.065,0.058,0.000,35.200
73,0.218,1.378,0.000,34.600
73,-0.627,3.962,0.000,21.500
73,-2.595,4.138,0.000,19.600
73,-4.426,2.065,0.000,19.600
74,-0.079,0.037,0.000,34.700
74,0.065,0.058,0.000,34.700
74,0.218,1.378,0.000,34.800
74,-0.627,3.962,0.000,21.700
74,-2.595,4.138,0.000,19.000
75,-0.079,0.037,0.000,35.000
75,0.065,0.058,0.000,35.000
75,0.218,1.378,0.000,35.600
75,-0.627,3.962,0.000,21.400
75,-2.595,4.138,0.000,18.900
76,-0.079,0.037,0.000,34.900
76,0.065,0.058,0.000,34.900
76,0.218,1.378,0.000,37.500
76,-0.627,3.962,0.000,21.600
76,-2.595,4.138,0.000,20.100
77,-0.079,0.037,0.000,35.000
77,0.065,0.058,0.000,35.000
77,0.218,1.378,0.000,36.200
77,-0.627,3.962,0.000,21.600
77,-2.595,4.138,0.000,20.500
78,-0.079,0.037,0.000,35.600
78,0.065,0.058,0.000,35.600
78,0.218,1.378,0.000,35.200
78,-0.627,3.962,0.000,21.700
78,-2.595,4.138,0.000,20.400
79,-0.079,0.037,0.000,34.000
79,0.065,0.058,0.000,34.000
79,0.218,1.378,0.000,34.900
79,-0.627,3.962,0.000,21.000
79,-2.595,4.138,0.000,19.800
80,-0.079,0.037,0.000,33.800
80,0.065,0.058,0.000,33.800
80,0.218,1.378,0.000,35.700
80,-0.627,3.962,0.000,21.400
80,-2.595,4.138,0.000,20.800
80,-4.426,2.065,0.000,20.800
81,-0.079,0.037,0.000,34.500
81,0.065,0.058,0.000,34.500
81,0.218,1.378,0.000,35.100
81,-0.627,3.962,0.000,21.300
81,-2.747,4.038,0.000,19.500
81,-4.426,2.065,0.000,19.500
82,-0.079,0.037,0.000,35.200
82,0.065,0.058,0.000,35.200
82,0.218,1.378,0.000,35.200
82,-0.627,3.962,0.000,20.700
82,-2.747,4.038,0.000,19.300
82,-4.426,2.065,0.000,19.300
83,-0.079,0.037,0.000,35.600
83,0.065,0.058,0.000,35.600
83,0.218,1.378,0.000,34.800
83,-0.627,3.962,0.000,21.300
83,-2.595,4.138,0.000,20.600
84,-0.079,0.037,0.000,34.900
84,0.065,0.058,0.000,34.900
84,0.218,1.378,0.000,34.900
84,-0.627,3.962,0.000,21.700
84,-2.595,4.138,0.000,20.200
85,-0.079,0.037,0.000,35.700
85,0.065,0.058,0.000,35.700
85,0.218,1.378,0.000,34.600
85,-0.627,3.962,0.000,21.600
85,-2.747,4.038,0.000,20.400
85,-4.426,2.065,0.000,20.400
86,-0.079,0.037,0.000,34.700
86,0.065,0.058,0.000,34.700
86,0.218,1.378,0.000,34.700
86,-0.627,3.962,0.000,21.800
86,-2.595,4.138,0.000,19.900
87,-0.079,0.037,0.000,34.500
87,0.065,0.058,0.000,34.500
87,0.218,1.378,0.000,35.800
87,-0.627,3.962,0.000,22.400
87,-2.595,4.138,0.000,18.200
88,-0.079,0.037,0.000,34.600
88,0.065,0.058,0.000,34.600
88,0.218,1.378,0.000,35.100
88,-0.627,3.962,0.000,22.000
88,-2.595,4.138,0.000,21.700
89,-0.079,0.037,0.000,36.000
89,0.065,0.058,0.000,36.000
89,0.218,1.378,0.000,36.000
89,-0.627,3.962,0.000,21.400
89,-2.595,4.138,0.000,20.100
90,-0.079,0.037,0.000,34.700
90,0.065,0.058,0.000,34.700
90,0.218,1.378,0.000,35.300
90,-0.627,3.962,0.000,21.800
90,-2.747,4.038,0.000,20.100
90,-4.426,2.065,0.000,20.100
91,-0.079,0.037,0.000,34.300
91,0.065,0.058,0.000,34.300
91,0.218,1.378,0.000,35.100
91,-0.627,3.962,0.000,21.500
91,-2.595,4.138,0.000,18.700
92,-0.079,0.037,0.000,34.700
92,0.065,0.058,0.000,34.700
92,0.218,1.378,0.000,36.800
92,-0.627,3.962,0.000,22.100
92,-2.595,4.138,0.000,19.400
93,-0.079,0.037,0.000,35.400
93,0.065,0.058,0.000,35.400
93,0.218,1.378,0.000,36.100
93,-0.627,3.962,0.000,20.900
93,-2.595,4.138,0.000,19.100
94,-0.079,0.037,0.000,32.100
94,0.065,0.058,0.000,32.100
94,0.218,1.378,0.000,35.100
94,-0.627,3.962,0.000,22.800
94,-2.747,4.038,0.000,19.000
95,-0.079,0.037,0.000,33.200
95,0.065,0.058,0.000,33.200
95,0.218,1.378,0.000,35.400
95,-0.627,3.962,0.000,21.400
95,-2.595,4.138,0.000,19.900
96,-0.079,0.037,0.000,32.400
96,0.065,0.058,0.000,32.400
96,0.218,1.378,0.000,36.100
96,-0.627,3.962,0.000,22.000
96,-2.595,4.138,0.000,20.200
97,-0.079,0.037,0.000,32.500
97,0.065,0.058,0.000,32.500
97,0.218,1.378,0.000,36.900
97,-0.627,3.962,0.000,22.900
97,-2.595,4.138,0.000,19.400
97,-4.426,2.065,0.000,19.400
98,-0.079,0.037,0.000,33.300
98,0.065,0.058,0.000,33.300
98,0.218,1.378,0.000,36.100
98,-0.627,3.962,0.000,22.100
98,-2.595,4.138,0.000,19.700
99,-0.079,0.037,0.000,32.900
99,0.065,0.058,0.000,32.900
99,0.218,1.378,0.000,36.500
99,-0.627,3.962,0.000,21.500
99,-2.595,4.138,0.000,20.000
100,-0.079,0.037,0.000,32.700
100,0.065,0.058,0.000,32.700
100,0.218,1.378,0.000,35.800
100,-0.627,3.962,0.000,22.200
100,-2.595,4.138,0.000,19.400
101,-0.079,0.037,0.000,32.300
101,0.065,0.058,0.000,32.300
101,0.218,1.378,0.000,35.600
101,-0.627,3.962,0.000,22.300
101,-2.747,4.038,0.000,19.200
101,-4.426,2.065,0.000,19.200
102,-0.079,0.037,0.000,34.200
102,0.065,0.058,0.000,34.200
102,0.218,1.378,0.000,36.000
102,-0.627,3.962,0.000,22.200
102,-2.595,4.138,0.000,19.400
103,-0.079,0.037,0.000,34.700
103,0.065,0.058,0.000,34.700
103,0.218,1.378,0.000,36.600
103,-0.627,3.962,0.000,22.400
103,-2.595,4.138,0.000,19.200
104,-0.079,0.037,0.000,36.300
104,0.065,0.058,0.000,36.300
104,0.218,1.378,0.000,36.300
104,-0.627,3.962,0.000,21.600
104,-2.595,4.138,0.000,19.500
105,-0.079,0.037,0.000,32.700
105,0.065,0.058,0.000,32.700
105,0.218,1.378,0.000,34.800
105,-0.627,3.962,0.000,20.700
105,-2.747,4.038,0.000,19.000
106,-0.079,0.037,0.000,32.100
106,0.065,0.058,0.000,32.100
106,0.218,1.378,0.000,36.600
106,-0.627,3.962,0.000,20.800
106,-2.747,4.038,0.000,19.600
106,-4.426,2.065,0.000,19.600
107,-0.079,0.037,0.000,33.800
107,0.065,0.058,0.000,33.800
107,0.218,1.378,0.000,35.700
107,-0.627,3.962,0.000,21.200
107,-2.747,4.038,0.000,20.000
108,-0.079,0.037,0.000,33.700
108,0.065,0.058,0.000,33.700
108,0.218,1.378,0.000,35.000
108,-0.627,3.962,0.000,22.100
108,-2.595,4.138,0.000,19.700
109,-0.079,0.037,0.000,33.500
109,0.065,0.058,0.000,33.500
109,0.218,1.378,0.000,35.500
109,-0.627,3.962,0.000,22.400
109,-2.595,4.138,0.000,19.200
109,-4.426,2.065,0.000,19.200
110,-0.079,0.037,0.000,32.300
110,0.065,0.058,0.000,32.300
110,0.218,1.378,0.000,34.800
110,-0.627,3.962,0.000,21.800
110,-2.747,4.038,0.000,18.800
110,-4.426,2.065,0.000,18.800
111,-0.079,0.037,0.000,33.400
111,0.065,0.058,0.000,33.400
111,0.218,1.378,0.000,34.900
111,-0.627,3.962,0.000,21.300
111,-2.595,4.138,0.000,18.100
111,-4.426,2.065,0.000,18.100
112,-0.079,0.037,0.000,34.200
112,0.065,0.058,0.000,34.200
112,0.218,1.378,0.000,35.000
112,-0.627,3.962,0.000,21.200
112,-2.595,4.138,0.000,18.400
112,-4.426,2.065,0.000,18.400
113,-0.079,0.037,0.000,34.000
113,0.065,0.058,0.000,34.000
113,0.218,1.378,0.000,35.800
113,-0.627,3.962,0.000,21.200
113,-2.747,4.038,0.000,19.800
113,-4.426,2.065,0.000,19.800
114,-0.079,0.037,0.000,34.700
114,0.065,0.058,0.000,34.700
114,0.218,1.378,0.000,35.900
114,-0.627,3.962,0.000,21.500
114,-2.595,4.138,0.000,19.900
114,-4.426,2.065,0.000,19.900
115,-0.079,0.037,0.000,35.100
115,0.065,0.058,0.000,35.100
115,0.218,1.378,0.000,35.300
115,-0.627,3.962,0.000,21.400
115,-2.595,4.138,0.000,19.800
115,-4.426,2.065,0.000,19.800
116,-0.079,0.037,0.000,34.600
116,0.065,0.058,0.000,34.600
116,0.218,1.378,0.000,36.200
116,-0.627,3.962,0.000,21.500
116,-2.747,4.038,0.000,19.600
116,-4.426,2.065,0.000,19.600
117,-0.079,0.037,0.000,35.800
117,0.065,0.058,0.000,35.800
117,0.218,1.378,0.000,35.900
117,-0.627,3.962,0.000,21.300
117,-2.595,4.138,0.000,19.700
118,-0.079,0.037,0.000,35.700
118,0.065,0.058,0.000,35.700
118,0.218,1.378,0.000,35.800
118,-0.627,3.962,0.000,21.800
118,-2.747,4.038,0.000,20.000
119,-0.079,0.037,0.000,34.700
119,0.065,0.058,0.000,34.700
119,0.218,1.378,0.000,36.000
119,-0.627,3.962,0.000,21.500
119,-2.595,4.138,0.000,20.400
120,-0.079,0.037,0.000,36.100
120,0.065,0.058,0.000,36.100
120,0.218,1.378,0.000,36.200
120,-0.627,3.962,0.000,20.600
120,-2.595,4.138,0.000,20.700
121,-0.079,0.037,0.000,36.400
121,0.065,0.058,0.000,36.400
121,0.218,1.378,0.000,36.100
121,-0.627,3.962,0.000,21.500
121,-2.595,4.138,0.000,19.300
121,-4.426,2.065,0.000,19.300
122,-0.079,0.037,0.000,36.600
122,0.065,0.058,0.000,36.600
122,0.218,1.378,0.000,35.400
122,-0.627,3.962,0.000,22.100
122,-2.595,4.138,0.000,20.000
123,-0.079,0.037,0.000,35.200
123,0.065,0.058,0.000,35.200
123,0.218,1.378,0.000,36.100
123,-0.627,3.962,0.000,21.900
123,-2.595,4.138,0.000,20.500
124,-0.079,0.037,0.000,34.600
124,0.065,0.058,0.000,34.600
124,0.218,1.378,0.000,35.300
124,-0.627,3.962,0.000,22.500
124,-2.595,4.138,0.000,20.800
125,-0.079,0.037,0.000,35.100
125,0.065,0.058,0.000,35.100
125,0.218,1.378,0.000,35.100
125,-0.627,3.962,0.000,22.100
125,-2.595,4.138,0.000,19.500
126,-0.079,0.037,0.000,36.000
126,0.065,0.058,0.000,36.000
126,0.218,1.378,0.000,34.200
126,-0.627,3.962,0.000,21.500
126,-2.747,4.038,0.000,19.900
127,-0.079,0.037,0.000,35.900
127,0.065,0.058,0.000,35.900
127,0.218,1.378,0.000,34.600
127,-0.627,3.962,0.000,22.300
127,-2.747,4.038,0.000,19.900
128,-0.079,0.037,0.000,35.900
128,0.065,0.058,0.000,35.900
128,0.218,1.378,0.000,34.500
128,-0.627,3.962,0.000,21.600
128,-2.595,4.138,0.000,19.400
129,-0.079,0.037,0.000,35.500
129,0.065,0.058,0.000,35.500
129,0.218,1.378,0.000,35.000
129,-0.627,3.962,0.000,21.500
129,-2.595,4.138,0.000,18.300
130,-0.079,0.037,0.000,35.300
130,0.065,0.058,0.000,35.300
130,0.218,1.378,0.000,36.600
130,-0.627,3.962,0.000,22.000
130,-2.595,4.138,0.000,19.300
130,-4.426,2.065,0.000,19.300
131,-0.079,0.037,0.000,36.100
131,0.065,0.058,0.000,36.100
131,0.218,1.378,0.000,36.800
131,-0.627,3.962,0.000,22.000
131,-2.595,4.138,0.000,18.900
131,-4.426,2.065,0.000,18.900
132,-0.079,0.037,0.000,35.700
132,0.065,0.058,0.000,35.700
132,0.218,1.378,0.000,35.200
132,-0.627,3.962,0.000,22.500
132,-2.595,4.138,0.000,18.800
133,-0.079,0.037,0.000,35.700
133,0.065,0.058,0.000,35.700
133,0.218,1.378,0.000,34.900
133,-0.627,3.962,0.000,21.700
133,-2.595,4.138,0.000,19.900
134,-0.079,0.037,0.000,35.700
134,0.065,0.058,0.000,35.700
134,0.218,1.378,0.000,34.700
134,-0.627,3.962,0.000,21.100
134,-2.595,4.138,0.000,21.000
135,-0.079,0.037,0.000,35.600
135,0.065,0.058,0.000,35.600
135,0.218,1.378,0.000,35.900
135,-0.627,3.962,0.000,22.700
135,-2.595,4.138,0.000,20.200
136,-0.079,0.037,0.000,35.800
136,0.065,0.058,0.000,35.800
136,0.218,1.378,0.000,35.400
136,-0.627,3.962,0.000,22.100
136,-2.595,4.138,0.000,20.100
137,-0.079,0.037,0.000,35.500
137,0.065,0.058,0.000,35.500
137,0.218,1.378,0.000,35.500
137,-0.627,3.962,0.000,22.700
137,-2.595,4.138,0.000,19.200
138,-0.079,0.037,0.000,35.800
138,0.065,0.058,0.000,35.800
138,0.218,1.378,0.000,35.700
138,-0.627,3.962,0.000,21.500
138,-2.747,4.038,0.000,20.400
139,-0.079,0.037,0.000,35.900
139,0.065,0.058,0.000,35.900
139,0.218,1.378,0.000,35.400
139,-0.627,3.962,0.000,21.900
139,-2.595,4.138,0.000,19.200
140,-0.079,0.037,0.000,36.400
140,0.065,0.058,0.000,36.400
140,0.218,1.378,0.000,35.900
140,-0.627,3.962,0.000,22.900
140,-2.595,4.138,0.000,20.600
141,-0.079,0.037,0.000,35.900
141,0.065,0.058,0.000,35.900
141,0.218,1.378,0.000,35.800
141,-0.627,3.962,0.000,22.500
141,-2.595,4.138,0.000,20.700
142,-0.079,0.037,0.000,35.700
142,0.065,0.058,0.000,35.700
142,0.218,1.378,0.000,34.600
142,-0.627,3.962,0.000,22.200
