frame,x,y,velocity,snr
142,-2.595,4.138,0.000,20.800
143,-0.079,0.037,0.000,36.100
143,0.065,0.058,0.000,36.100
143,0.218,1.378,0.000,34.600
143,-0.627,3.962,0.000,22.700
143,-2.595,4.138,0.000,20.500
144,-0.079,0.037,0.000,35.900
144,0.065,0.058,0.000,35.900
144,0.218,1.378,0.000,33.900
144,-0.627,3.962,0.000,21.600
144,-2.595,4.138,0.000,19.400
145,-0.079,0.037,0.000,36.100
145,0.065,0.058,0.000,36.100
145,0.218,1.378,0.000,34.300
145,-0.627,3.962,0.000,21.400
145,-2.595,4.138,0.000,20.400
146,-0.079,0.037,0.000,36.100
146,0.065,0.058,0.000,36.100
146,0.218,1.378,0.000,35.100
146,-0.627,3.962,0.000,22.600
146,-2.595,4.138,0.000,20.700
147,-0.079,0.037,0.000,35.600
147,0.065,0.058,0.000,35.600
147,0.218,1.378,0.000,35.800
147,-0.627,3.962,0.000,21.400
147,-2.595,4.138,0.000,19.600
148,-0.079,0.037,0.000,35.900
148,0.065,0.058,0.000,35.900
148,0.218,1.378,0.000,35.000
148,-0.627,3.962,0.000,21.900
148,-2.595,4.138,0.000,19.300
149,-0.079,0.037,0.000,35.600
149,0.065,0.058,0.000,35.600
149,0.218,1.378,0.000,35.500
149,-0.627,3.962,0.000,22.100
149,-2.595,4.138,0.000,19.700
150,-0.079,0.037,0.000,35.300
150,0.065,0.058,0.000,35.300
150,0.218,1.378,0.000,35.400
150,-0.627,3.962,0.000,22.000
150,-2.595,4.138,0.000,19.600
151,-0.079,0.037,0.000,35.200
151,0.065,0.058,0.000,35.200
151,0.218,1.378,0.000,35.300
151,-0.627,3.962,0.000,21.500
151,-2.747,4.038,0.000,19.800
152,-0.079,0.037,0.000,35.000
152,0.065,0.058,0.000,35.000
152,0.218,1.378,0.000,35.500
152,-0.627,3.962,0.000,21.600
152,-2.595,4.138,0.000,19.300
153,-0.079,0.037,0.000,35.000
153,0.065,0.058,0.000,35.000
153,0.218,1.378,0.000,35.400
153,-0.627,3.962,0.000,21.900
153,-2.595,4.138,0.000,19.800
154,-0.079,0.037,0.000,34.900
154,0.065,0.058,0.000,34.900
154,0.218,1.378,0.000,36.100
154,-0.627,3.962,0.000,22.100
154,-2.595,4.138,0.000,20.600
155,-0.079,0.037,0.000,34.800
155,0.065,0.058,0.000,34.800
155,0.218,1.378,0.000,36.200
155,-0.627,3.962,0.000,21.500
155,-2.595,4.138,0.000,20.500
156,-0.079,0.037,0.000,34.900
156,0.065,0.058,0.000,34.900
156,0.218,1.378,0.000,36.100
156,-0.627,3.962,0.000,22.000
156,-2.595,4.138,0.000,19.700
157,-0.079,0.037,0.000,34.900
157,0.065,0.058,0.000,34.900
157,0.218,1.378,0.000,36.300
157,-0.627,3.962,0.000,21.900
157,-2.595,4.138,0.000,18.700
158,-0.079,0.037,0.000,34.800
158,0.065,0.058,0.000,34.800
158,0.218,1.378,0.000,36.400
158,-0.627,3.962,0.000,22.200
158,-2.747,4.038,0.000,18.800
159,-0.079,0.037,0.000,35.000
159,0.065,0.058,0.000,35.000
159,0.218,1.378,0.000,35.100
159,-0.627,3.962,0.000,22.000
159,-2.595,4.138,0.000,22.500
160,-0.079,0.037,0.000,35.900
160,0.065,0.058,0.000,35.900
160,0.218,1.378,0.000,34.400
160,-0.627,3.962,0.000,22.300
160,-2.595,4.138,0.000,19.800
161,-0.079,0.037,0.000,36.200
161,0.065,0.058,0.000,36.200
161,0.218,1.378,0.000,34.700
161,-0.627,3.962,0.000,21.700
161,-2.595,4.138,0.000,20.400
162,-0.079,0.037,0.000,35.700
162,0.065,0.058,0.000,35.700
162,0.218,1.378,0.000,34.900
162,-0.627,3.962,0.000,21.600
162,-2.595,4.138,0.000,19.800
163,-0.079,0.037,0.000,35.400
163,0.065,0.058,0.000,35.400
163,0.218,1.378,0.000,35.400
163,-0.627,3.962,0.000,22.500
163,-2.747,4.038,0.000,20.500
164,-0.079,0.037,0.000,35.900
164,0.065,0.058,0.000,35.900
164,0.218,1.378,0.000,36.800
164,-0.627,3.962,0.000,21.200
164,-2.595,4.138,0.000,19.000
165,-0.079,0.037,0.000,34.700
165,0.065,0.058,0.000,34.700
165,0.218,1.378,0.000,35.600
165,-0.627,3.962,0.000,22.100
165,-2.747,4.038,0.000,18.600
165,-4.426,2.065,0.000,18.600
166,-0.079,0.037,0.000,35.300
166,0.065,0.058,0.000,35.300
166,0.218,1.378,0.000,34.400
166,-0.627,3.962,0.000,21.600
166,-2.595,4.138,0.000,19.700
167,-0.079,0.037,0.000,33.700
167,0.065,0.058,0.000,33.700
167,0.218,1.378,0.000,35.800
167,-0.627,3.962,0.000,22.200
167,-2.595,4.138,0.000,19.900
168,-0.079,0.037,0.000,34.700
168,0.065,0.058,0.000,34.700
168,0.218,1.378,0.000,35.900
168,-0.627,3.962,0.000,22.100
168,-2.595,4.138,0.000,18.900
168,-4.426,2.065,0.000,18.900
169,-0.079,0.037,0.000,35.300
169,0.065,0.058,0.000,35.300
169,0.218,1.378,0.000,36.100
169,-0.627,3.962,0.000,21.300
169,-2.747,4.038,0.000,19.300
169,-4.426,2.065,0.000,19.300
170,-0.079,0.037,0.000,34.700
170,0.065,0.058,0.000,34.700
170,0.218,1.378,0.000,35.600
170,-0.627,3.962,0.000,21.900
170,-2.595,4.138,0.000,19.600
170,-4.426,2.065,0.000,19.600
171,-0.079,0.037,0.000,35.300
171,0.065,0.058,0.000,35.300
171,0.218,1.378,0.000,36.100
171,-0.627,3.962,0.000,21.600
171,-2.595,4.138,0.000,19.800
172,-0.079,0.037,0.000,35.000
172,0.065,0.058,0.000,35.000
172,0.218,1.378,0.000,34.700
172,-0.627,3.962,0.000,21.500
172,-2.595,4.138,0.000,21.600
173,-0.079,0.037,0.000,35.100
173,0.065,0.058,0.000,35.100
173,0.218,1.378,0.000,37.800
173,-0.627,3.962,0.000,21.300
173,-2.595,4.138,0.000,18.700
173,-4.426,2.065,0.000,18.700
174,-0.079,0.037,0.000,35.000
174,0.065,0.058,0.000,35.000
174,0.218,1.378,0.000,36.400
174,-0.627,3.962,0.000,22.600
174,-2.595,4.138,0.000,18.700
175,-0.079,0.037,0.000,33.200
175,0.065,0.058,0.000,33.200
175,0.218,1.378,0.000,35.300
175,-0.627,3.962,0.000,22.300
175,-2.747,4.038,0.000,19.300
176,-0.079,0.037,0.000,33.500
176,0.065,0.058,0.000,33.500
176,0.218,1.378,0.000,36.800
176,-0.627,3.962,0.000,22.100
176,-2.595,4.138,0.000,18.800
176,-4.426,2.065,0.000,18.800
177,-0.079,0.037,0.000,35.200
177,0.065,0.058,0.000,35.200
177,0.218,1.378,0.000,37.200
177,-0.627,3.962,0.000,21.400
177,-2.595,4.138,0.000,19.200
177,-4.426,2.065,0.000,19.200
178,-0.079,0.037,0.000,34.600
178,0.065,0.058,0.000,34.600
178,0.218,1.378,0.000,37.800
178,-0.627,3.962,0.000,21.600
178,-2.595,4.138,0.000,20.200
178,-4.426,2.065,0.000,20.200
179,-0.079,0.037,0.000,35.900
179,0.065,0.058,0.000,35.900
179,0.218,1.378,0.000,36.000
179,-0.627,3.962,0.000,20.800
179,-2.595,4.138,0.000,19.600
180,-0.079,0.037,0.000,35.800
180,0.065,0.058,0.000,35.800
180,0.218,1.378,0.000,35.200
180,-0.627,3.962,0.000,21.200
180,-2.595,4.138,0.000,18.700
180,-4.426,2.065,0.000,18.700
181,-0.079,0.037,0.000,36.100
181,0.065,0.058,0.000,36.100
181,0.218,1.378,0.000,34.700
181,-0.627,3.962,0.000,21.100
181,-2.595,4.138,0.000,19.200
182,-0.079,0.037,0.000,35.700
182,0.065,0.058,0.000,35.700
182,0.218,1.378,0.000,36.900
182,-0.627,3.962,0.000,21.800
182,-2.595,4.138,0.000,20.000
183,-0.079,0.037,0.000,34.800
183,0.065,0.058,0.000,34.800
183,0.218,1.378,0.000,36.100
183,-0.627,3.962,0.000,22.100
183,-2.595,4.138,0.000,20.100
184,-0.079,0.037,0.000,33.800
184,0.065,0.058,0.000,33.800
184,0.218,1.378,0.000,36.500
184,-0.627,3.962,0.000,21.200
184,-2.595,4.138,0.000,19.100
185,-0.079,0.037,0.000,34.400
185,0.065,0.058,0.000,34.400
185,0.218,1.378,0.000,34.600
185,-0.627,3.962,0.000,22.100
185,-2.595,4.138,0.000,20.400
186,-0.079,0.037,0.000,34.000
186,0.065,0.058,0.000,34.000
186,0.218,1.378,0.000,36.300
186,-0.627,3.962,0.000,20.800
186,-2.595,4.138,0.000,20.000
186,-4.426,2.065,0.000,20.000
187,-0.079,0.037,0.000,33.900
187,0.065,0.058,0.000,33.900
187,0.218,1.378,0.000,36.000
187,-0.627,3.962,0.000,21.800
187,-2.595,4.138,0.000,19.700
187,-4.426,2.065,0.000,19.700
188,-0.079,0.037,0.000,34.300
188,0.065,0.058,0.000,34.300
188,0.218,1.378,0.000,35.400
188,-0.627,3.962,0.000,22.200
188,-2.747,4.038,0.000,19.400
189,-0.079,0.037,0.000,35.500
189,0.065,0.058,0.000,35.500
189,0.218,1.378,0.000,35.300
189,-0.627,3.962,0.000,22.500
189,-2.595,4.138,0.000,18.600
190,-0.079,0.037,0.000,34.400
190,0.065,0.058,0.000,34.400
190,0.218,1.378,0.000,36.700
190,-0.627,3.962,0.000,21.700
190,-2.595,4.138,0.000,19.400
191,-0.079,0.037,0.000,36.100
191,0.065,0.058,0.000,36.100
191,0.218,1.378,0.000,35.100
191,-0.627,3.962,0.000,21.700
191,-2.595,4.138,0.000,19.300
192,-0.079,0.037,0.000,35.700
192,0.065,0.058,0.000,35.700
192,0.218,1.378,0.000,34.800
192,-0.627,3.962,0.000,20.900
192,-2.747,4.038,0.000,19.300
192,-4.426,2.065,0.000,19.300
193,-0.079,0.037,0.000,35.000
193,0.065,0.058,0.000,35.000
193,0.218,1.378,0.000,35.700
193,-0.627,3.962,0.000,22.000
193,-2.595,4.138,0.000,20.300
194,-0.079,0.037,0.000,36.300
194,0.065,0.058,0.000,36.300
194,0.218,1.378,0.000,35.600
194,-0.627,3.962,0.000,21.100
194,-2.595,4.138,0.000,20.900
195,-0.079,0.037,0.000,35.600
195,0.065,0.058,0.000,35.600
195,0.218,1.378,0.000,34.900
195,-0.627,3.962,0.000,20.600
195,-2.595,4.138,0.000,19.100
196,-0.079,0.037,0.000,36.000
196,0.065,0.058,0.000,36.000
196,0.218,1.378,0.000,36.000
196,-0.627,3.962,0.000,22.100
196,-2.595,4.138,0.000,19.800
196,-4.426,2.065,0.000,19.800
197,-0.079,0.037,0.000,36.600
197,0.065,0.058,0.000,36.600
197,0.218,1.378,0.000,35.200
197,-0.627,3.962,0.000,21.600
197,-2.595,4.138,0.000,19.000
198,-0.079,0.037,0.000,35.400
198,0.065,0.058,0.000,35.400
198,0.218,1.378,0.000,36.700
198,-0.627,3.962,0.000,22.400
198,-2.595,4.138,0.000,19.600
199,-0.079,0.037,0.000,36.600
199,0.065,0.058,0.000,36.600
199,0.218,1.378,0.000,35.800
199,-0.627,3.962,0.000,21.700
199,-2.595,4.138,0.000,18.900
200,-0.079,0.037,0.000,36.500
200,0.065,0.058,0.000,36.500
200,0.218,1.378,0.000,35.400
200,-0.627,3.962,0.000,21.300
200,-2.595,4.138,0.000,19.600
200,-4.426,2.065,0.000,19.600
201,-0.079,0.037,0.000,37.400
201,0.065,0.058,0.000,37.400
201,0.218,1.378,0.000,35.200
201,-0.627,3.962,0.000,22.900
201,-2.595,4.138,0.000,19.600
202,-0.079,0.037,0.000,37.400
202,0.065,0.058,0.000,37.400
202,0.218,1.378,0.000,34.800
202,-0.627,3.962,0.000,21.600
202,-2.595,4.138,0.000,18.600
203,-0.079,0.037,0.000,37.100
203,0.065,0.058,0.000,37.100
203,0.218,1.378,0.000,35.700
203,-0.627,3.962,0.000,22.700
203,-2.747,4.038,0.000,19.500
204,-0.079,0.037,0.000,36.800
204,0.065,0.058,0.000,36.800
204,0.218,1.378,0.000,35.700
204,-0.627,3.962,0.000,21.600
204,-2.595,4.138,0.000,20.800
204,-4.426,2.065,0.000,20.800
205,-0.079,0.037,0.000,36.400
205,0.065,0.058,0.000,36.400
205,0.218,1.378,0.000,35.500
205,-0.627,3.962,0.000,22.100
205,-2.595,4.138,0.000,20.200
206,-0.079,0.037,0.000,36.200
206,0.065,0.058,0.000,36.200
206,0.218,1.378,0.000,35.500
206,-0.627,3.962,0.000,21.600
206,-2.595,4.138,0.000,20.400
207,-0.079,0.037,0.000,36.500
207,0.065,0.058,0.000,36.500
207,0.218,1.378,0.000,35.200
207,-0.627,3.962,0.000,22.400
207,-2.747,4.038,0.000,20.300
208,-0.079,0.037,0.000,36.400
208,0.065,0.058,0.000,36.400
208,0.218,1.378,0.000,34.800
208,-0.627,3.962,0.000,22.100
208,-2.595,4.138,0.000,18.900
208,-4.426,2.065,0.000,18.900
209,-0.079,0.037,0.000,36.000
209,0.065,0.058,0.000,36.000
209,0.218,1.378,0.000,35.000
209,-0.627,3.962,0.000,21.800
209,-2.595,4.138,0.000,19.800
209,-4.426,2.065,0.000,19.800
210,-0.079,0.037,0.000,36.500
210,0.065,0.058,0.000,36.500
210,0.218,1.378,0.000,35.400
210,-0.627,3.962,0.000,20.900
210,-2.595,4.138,0.000,20.000
211,-0.079,0.037,0.000,36.500
211,0.065,0.058,0.000,36.500
211,0.218,1.378,0.000,35.500
211,-0.627,3.962,0.000,21.700
211,-2.747,4.038,0.000,20.600
212,-0.079,0.037,0.000,35.700
212,0.065,0.058,0.000,35.700
212,0.218,1.378,0.000,35.000
212,-0.627,3.962,0.000,21.900
212,-2.747,4.038,0.000,20.000
213,-0.079,0.037,0.000,36.200
213,0.065,0.058,0.000,36.200
213,0.218,1.378,0.000,35.300
213,-0.627,3.962,0.000,21.800
213,-2.595,4.138,0.000,19.600
214,-0.079,0.037,0.000,36.000
214,0.065,0.058,0.000,36.000
214,0.218,1.378,0.000,35.100
214,-0.627,3.962,0.000,21.700
214,-2.595,4.138,0.000,20.400
215,-0.079,0.037,0.000,36.200
215,0.065,0.058,0.000,36.200
215,0.218,1.378,0.000,34.900
215,-0.627,3.962,0.000,22.000
215,-2.747,4.038,0.000,19.400
216,-0.079,0.037,0.000,35.700
216,0.065,0.058,0.000,35.700
216,0.218,1.378,0.000,35.200
216,-0.627,3.962,0.000,21.400
216,-2.595,4.138,0.000,19.700
217,-0.079,0.037,0.000,36.600
217,0.065,0.058,0.000,36.600
217,0.218,1.378,0.000,35.300
217,-0.627,3.962,0.000,20.900
217,-2.747,4.038,0.000,19.800
218,-0.079,0.037,0.000,36.900
218,0.065,0.058,0.000,36.900
218,0.218,1.378,0.000,35.000
218,-0.627,3.962,0.000,21.400
218,-2.747,4.038,0.000,20.400
219,-0.079,0.037,0.000,36.500
219,0.065,0.058,0.000,36.500
219,0.218,1.378,0.000,35.000
219,-0.627,3.962,0.000,21.600
219,-2.747,4.038,0.000,19.700
220,-0.079,0.037,0.000,36.100
220,0.065,0.058,0.000,36.100
220,0.218,1.378,0.000,35.200
220,-0.627,3.962,0.000,21.700
220,-2.747,4.038,0.000,19.900
221,-0.079,0.037,0.000,35.700
221,0.065,0.058,0.000,35.700
221,0.218,1.378,0.000,35.100
221,-0.627,3.962,0.000,22.500
221,-2.747,4.038,0.000,20.300
222,-0.079,0.037,0.000,35.700
222,0.065,0.058,0.000,35.700
222,0.218,1.378,0.000,35.300
222,-0.627,3.962,0.000,21.800
222,-2.595,4.138,0.000,20.200
223,-0.079,0.037,0.000,36.000
223,0.065,0.058,0.000,36.000
223,0.218,1.378,0.000,35.600
223,-0.627,3.962,0.000,21.700
223,-2.595,4.138,0.000,20.200
224,-0.079,0.037,0.000,36.300
224,0.065,0.058,0.000,36.300
224,0.218,1.378,0.000,35.500
224,-0.627,3.962,0.000,21.500
224,-2.747,4.038,0.000,19.200
225,-0.079,0.037,0.000,36.100
225,0.065,0.058,0.000,36.100
225,0.218,1.378,0.000,36.400
225,-0.627,3.962,0.000,21.000
225,-2.595,4.138,0.000,19.900
226,-0.079,0.037,0.000,35.900
226,0.065,0.058,0.000,35.900
226,0.218,1.378,0.000,36.300
226,-0.627,3.962,0.000,21.800
226,-2.595,4.138,0.000,19.800
227,-0.079,0.037,0.000,36.000
227,0.065,0.058,0.000,36.000
227,0.218,1.378,0.000,36.200
227,-0.627,3.962,0.000,22.200
227,-2.595,4.138,0.000,20.300
228,-0.079,0.037,0.000,36.000
228,0.065,0.058,0.000,36.000
228,0.218,1.378,0.000,36.600
228,-0.627,3.962,0.000,22.200
228,-2.595,4.138,0.000,18.900
229,-0.079,0.037,0.000,36.100
229,0.065,0.058,0.000,36.100
229,0.218,1.378,0.000,36.000
229,-0.627,3.962,0.000,22.600
229,-2.595,4.138,0.000,20.900
230,-0.079,0.037,0.000,35.500
230,0.065,0.058,0.000,35.500
230,0.218,1.378,0.000,35.800
230,-0.627,3.962,0.000,21.800
230,-2.747,4.038,0.000,20.100
231,-0.079,0.037,0.000,35.700
231,0.065,0.058,0.000,35.700
231,0.218,1.378,0.000,35.900
231,-0.627,3.962,0.000,21.600
231,-2.595,4.138,0.000,18.900
231,-4.426,2.065,0.000,18.900
232,-0.079,0.037,0.000,36.300
232,0.065,0.058,0.000,36.300
232,0.218,1.378,0.000,36.000
232,-0.627,3.962,0.000,22.000
232,-2.595,4.138,0.000,20.800
233,-0.079,0.037,0.000,35.500
233,0.065,0.058,0.000,35.500
233,0.218,1.378,0.000,36.100
233,-0.627,3.962,0.000,22.100
233,-2.595,4.138,0.000,20.400
234,-0.079,0.037,0.000,35.800
234,0.065,0.058,0.000,35.800
234,0.218,1.378,0.000,35.300
234,-0.627,3.962,0.000,22.200
234,-2.595,4.138,0.000,19.700
235,-0.079,0.037,0.000,36.400
235,0.065,0.058,0.000,36.400
235,0.218,1.378,0.000,36.100
235,-0.627,3.962,0.000,22.200
235,-2.595,4.138,0.000,19.500
236,-0.079,0.037,0.000,36.900
236,0.065,0.058,0.000,36.900
236,0.218,1.378,0.000,35.100
236,-0.627,3.962,0.000,21.300
236,-2.747,4.038,0.000,20.000
236,-4.426,2.065,0.000,20.000
237,-0.079,0.037,0.000,37.200
237,0.065,0.058,0.000,37.200
237,0.218,1.378,0.000,36.400
237,-0.627,3.962,0.000,21.800
237,-2.595,4.138,0.000,20.700
238,-0.079,0.037,0.000,37.400
238,0.065,0.058,0.000,37.400
238,0.218,1.378,0.000,35.000
238,-0.627,3.962,0.000,22.300
238,-2.595,4.138,0.000,20.600
238,-4.426,2.065,0.000,20.600
238,0.049,0.257,0.483,40.400
238,0.147,0.216,0.483,40.400
239,-0.079,0.037,0.000,36.900
239,0.065,0.058,0.000,36.900
239,0.556,1.374,0.000,34.700
239,0.000,1.483,0.000,34.700
239,-2.747,4.038,0.000,19.400
239,-0.219,0.212,0.845,36.000
239,-0.105,0.287,0.845,36.000
239,-0.105,0.287,-0.845,30.400
240,-0.079,0.037,0.000,34.100
240,0.065,0.058,0.000,34.100
240,0.174,1.384,0.000,-1868.600
240,-0.305,1.362,0.000,-1868.600
240,-0.046,1.482,0.000,1357.000
240,0.556,1.374,0.000,1357.000
240,-2.747,4.038,0.000,845.000
240,-4.579,1.700,0.000,845.000
240,-0.331,0.211,0.483,-25.400
240,-0.184,0.347,0.483,-25.400
240,-0.074,0.385,0.724,51.200
240,-0.221,0.324,0.724,382.400
240,-0.630,0.724,0.845,470.800
240,-0.270,0.921,0.845,428.700
241,-0.079,0.037,0.000,24.700
241,0.065,0.058,0.000,24.700
241,0.174,1.384,0.000,35.400
241,-0.349,1.351,0.000,35.400
241,-2.595,4.138,0.000,19.000
241,-0.068,0.431,-0.241,31.400
241,-0.232,0.369,-0.241,31.400
242,-0.079,0.037,0.000,35.900
242,0.065,0.058,0.000,35.900
242,0.510,1.392,0.000,35.800
242,-0.139,1.476,0.000,35.800
242,-2.595,4.138,0.000,19.900
242,-0.037,0.391,0.724,35.800
242,-0.044,0.346,-0.966,35.200
242,-0.185,0.296,-0.966,35.200
242,-0.283,0.203,-0.604,36.200
242,-0.153,0.314,-0.604,36.200
243,-0.079,0.037,0.000,34.200
243,0.065,0.058,0.000,34.200
243,0.556,1.374,0.000,35.500
243,0.000,1.483,0.000,35.500
243,-2.595,4.138,0.000,18.400
243,-4.579,1.700,0.000,18.400
243,-0.033,0.260,0.845,47.200
244,-0.079,0.037,0.000,23.900
244,0.065,0.058,0.000,23.900
244,-0.041,0.214,0.000,35.500
244,-0.123,0.180,0.000,35.500
244,-0.283,0.638,0.000,15.800
244,-0.022,0.697,0.000,15.800
244,0.602,1.355,0.000,28.000
244,0.984,1.333,0.000,15.500
244,0.362,1.617,0.000,15.500
244,-2.595,4.138,0.000,15.700
244,-4.579,1.700,0.000,15.700
245,-0.079,0.037,0.000,33.100
245,0.065,0.058,0.000,33.100
245,0.602,1.355,0.000,35.700
245,0.046,1.482,0.000,35.700
245,-2.747,4.038,0.000,17.200
245,-4.579,1.700,0.000,17.200
245,-0.041,0.258,-0.724,44.400
246,-0.079,0.037,0.000,35.600
246,0.065,0.058,0.000,35.600
246,0.602,1.355,0.000,31.000
246,0.000,1.483,0.000,31.000
246,-2.595,4.138,0.000,16.700
246,-0.294,0.187,0.724,35.000
246,-0.164,0.308,0.724,35.000
246,-0.123,0.373,-0.845,38.400
247,-0.079,0.037,0.000,34.500
247,0.065,0.058,0.000,34.500
247,0.174,1.384,0.000,36.500
247,-0.349,1.351,0.000,36.500
247,-2.747,4.038,0.000,15.100
247,-4.579,1.700,0.000,15.100
247,-0.082,0.428,0.362,33.800
247,-0.245,0.361,0.362,33.800
248,-0.079,0.037,0.000,32.000
248,0.065,0.058,0.000,32.000
248,0.174,1.384,0.000,38.500
248,-0.349,1.351,0.000,38.500
248,-0.294,1.004,-0.483,16.800
248,-0.720,0.760,-0.483,16.800
248,-0.090,0.471,-0.362,34.700
248,-0.270,0.397,-0.362,34.700
249,-0.079,0.037,0.000,36.700
249,0.065,0.058,0.000,36.700
249,0.218,1.378,0.000,35.300
249,-0.305,1.362,0.000,35.300
249,-0.098,0.380,0.845,41.200
249,-0.294,0.187,-0.604,33.700
249,-0.174,0.302,-0.604,33.700
250,-0.079,0.037,0.000,33.100
250,0.065,0.058,0.000,33.100
250,0.405,1.381,0.000,35.200
250,-0.029,0.304,-0.966,47.700
250,-0.143,0.270,-0.966,47.700
250,-0.238,0.191,-0.724,36.300
250,-0.124,0.279,-0.724,36.300
251,-0.079,0.037,0.000,33.500
251,0.065,0.058,0.000,33.500
251,0.556,1.374,0.000,32.100
251,0.000,1.483,0.000,32.100
251,-0.129,0.175,-0.604,45.500
251,-0.048,0.213,-0.604,45.500
252,-0.079,0.037,0.000,37.700
252,0.065,0.058,0.000,37.700
252,0.218,1.378,0.000,35.500
252,-0.262,1.371,0.000,35.500
252,-0.627,3.962,0.000,17.700
252,-2.131,3.399,0.000,17.700
252,-2.747,4.038,0.000,19.200
253,-0.079,0.037,0.000,38.400
253,0.065,0.058,0.000,38.400
253,0.218,1.378,0.000,36.400
253,-0.627,3.962,0.000,23.000
253,-2.595,4.138,0.000,20.100
253,-4.426,2.065,0.000,20.100
254,-0.079,0.037,0.000,37.700
254,0.065,0.058,0.000,37.700
254,0.218,1.378,0.000,36.000
254,-0.627,3.962,0.000,21.600
254,-2.747,4.038,0.000,20.300
255,-0.079,0.037,0.000,37.400
255,0.065,0.058,0.000,37.400
255,0.218,1.378,0.000,35.700
255,-0.627,3.962,0.000,21.000
255,-2.747,4.038,0.000,19.300
256,-0.079,0.037,0.000,38.700
256,0.065,0.058,0.000,38.700
256,0.218,1.378,0.000,36.500
256,-0.627,3.962,0.000,21.500
256,-2.595,4.138,0.000,18.400
257,-0.079,0.037,0.000,38.200
257,0.065,0.058,0.000,38.200
257,0.218,1.378,0.000,37.200
257,-0.627,3.962,0.000,22.100
257,-2.747,4.038,0.000,19.900
258,-0.079,0.037,0.000,36.800
258,0.065,0.058,0.000,36.800
258,0.218,1.378,0.000,36.400
258,-0.627,3.962,0.000,22.500
258,-2.747,4.038,0.000,18.800
258,-4.579,1.700,0.000,18.800
259,-0.079,0.037,0.000,37.200
259,0.065,0.058,0.000,37.200
259,0.218,1.378,0.000,36.500
259,-0.627,3.962,0.000,22.300
259,-2.595,4.138,0.000,19.400
259,-4.579,1.700,0.000,19.400
260,-0.079,0.037,0.000,37.000
260,0.065,0.058,0.000,37.000
260,0.218,1.378,0.000,37.700
260,-0.627,3.962,0.000,22.300
260,-2.747,4.038,0.000,19.200
261,-0.079,0.037,0.000,36.700
261,0.065,0.058,0.000,36.700
261,-0.135,1.433,0.000,33.200
261,-0.630,1.294,0.000,33.200
261,-2.595,4.138,0.000,21.100
261,-0.038,0.303,0.483,33.500
261,-0.114,0.283,0.845,41.400
261,0.019,0.305,0.845,41.400
261,0.029,0.304,-0.845,43.800
262,-0.079,0.037,0.000,29.300
262,0.065,0.058,0.000,29.300
262,0.602,1.355,0.000,31.100
262,-2.595,4.138,0.000,21.700
262,0.061,0.388,0.362,35.300
262,-0.074,0.385,0.362,35.300
263,-0.079,0.037,0.000,35.100
263,0.065,0.058,0.000,35.100
263,0.602,1.355,0.000,32.900
263,-2.595,4.138,0.000,20.400
263,0.000,0.959,-0.966,19.000
263,-0.087,0.338,-0.604,32.000
263,0.033,0.347,-0.604,32.000
264,-0.079,0.037,0.000,32.800
264,0.065,0.058,0.000,32.800
264,0.095,1.523,0.000,28.700
264,0.763,1.322,0.000,28.700
264,0.518,1.574,0.000,16.500
264,1.087,1.250,0.000,16.500
264,-2.595,4.138,0.000,20.100
264,-4.426,2.065,0.000,20.100
264,0.057,0.255,-0.966,39.800
264,-0.049,0.257,-0.966,39.800
265,-0.079,0.037,0.000,36.300
265,0.065,0.058,0.000,36.300
265,-0.981,1.225,0.000,19.800
265,-0.392,1.520,0.000,19.800
265,-2.747,4.038,0.000,22.100
265,-0.038,0.303,-0.604,23.400
265,0.086,0.293,-0.604,23.400
265,-0.015,0.479,-0.604,15.000
265,-0.023,0.741,-0.483,15.100
265,-0.278,0.687,-0.483,15.100
265,0.034,0.215,-0.241,-972.700
265,-0.055,0.211,-0.241,0.000
266,-0.079,0.037,0.000,35.300
266,0.065,0.058,0.000,35.300
266,-0.090,1.436,0.000,34.900
266,-0.245,1.551,0.000,23.500
266,-0.932,1.263,0.000,23.500
266,-0.627,3.962,0.000,22.200
266,-2.747,4.038,0.000,20.500
266,0.007,0.218,0.121,44.600
266,0.095,0.196,0.121,44.600
267,-0.079,0.037,0.000,38.400
267,0.065,0.058,0.000,38.400
267,0.218,1.378,0.000,37.600
267,-0.627,3.962,0.000,22.900
267,-2.595,4.138,0.000,19.800
268,-0.079,0.037,0.000,37.900
268,0.065,0.058,0.000,37.900
268,0.218,1.378,0.000,36.700
268,-0.627,3.962,0.000,22.100
268,-2.595,4.138,0.000,19.000
268,-0.300,0.317,0.241,15.200
269,-0.079,0.037,0.000,36.800
269,0.065,0.058,0.000,36.800
269,0.218,1.378,0.000,35.800
269,-0.627,3.962,0.000,22.200
269,-2.595,4.138,0.000,20.300
269,-4.426,2.065,0.000,20.300
270,-0.079,0.037,0.000,36.200
270,0.065,0.058,0.000,36.200
270,0.218,1.378,0.000,35.500
270,-0.627,3.962,0.000,22.400
270,-2.747,4.038,0.000,20.800
271,-0.079,0.037,0.000,35.700
271,0.065,0.058,0.000,35.700
271,0.218,1.378,0.000,37.700
271,-0.627,3.962,0.000,21.200
271,-2.747,4.038,0.000,19.200
271,-4.426,2.065,0.000,19.200
272,-0.079,0.037,0.000,37.100
272,0.065,0.058,0.000,37.100
272,0.218,1.378,0.000,34.800
272,-0.627,3.962,0.000,21.700
272,-2.595,4.138,0.000,19.200
273,-0.079,0.037,0.000,35.700
