timestamp_ns,frame,x,y,z,velocity,range,azimuth,elevation,snr,rcs
1744030884712047874,1,0.025,0.264,0.000,0.000,0.265,0.094,0.000,0.000,-83.086
1744030884712047874,1,-0.074,0.254,0.000,0.000,0.265,-0.285,0.000,0.000,-83.086
1744030884712047874,1,-0.154,0.267,0.000,0.000,0.309,-0.524,0.000,0.000,-80.408
1744030884712047874,1,-0.270,0.150,0.000,0.000,0.309,-1.065,0.000,0.000,-80.408
1744030884712047874,1,-0.177,0.306,0.000,0.000,0.353,-0.524,0.000,0.000,-78.089
1744030884712047874,1,-0.320,0.149,0.000,0.000,0.353,-1.134,0.000,0.000,-78.089
1744030884712047874,1,-0.087,0.388,0.000,0.000,0.397,-0.221,0.000,0.000,-76.043
1744030884712047874,1,-0.223,0.328,0.000,0.000,0.397,-0.597,0.000,0.000,-76.043
1744030884712047874,1,-0.083,0.433,0.000,0.000,0.441,-0.189,0.000,0.000,-74.212
1744030884712047874,1,-0.248,0.365,0.000,0.000,0.441,-0.597,0.000,0.000,-74.212
1744030884712047874,1,0.017,0.264,0.000,1.216,0.265,0.063,0.000,0.000,-83.086
1744030884712047874,1,-0.074,0.254,0.000,1.216,0.265,-0.285,0.000,0.000,-83.086
1744030884712047874,1,-0.164,0.262,0.000,1.216,0.309,-0.560,0.000,0.000,-80.408
1744030884712047874,1,-0.270,0.150,0.000,1.216,0.309,-1.065,0.000,0.000,-80.408
1744030884712047874,1,-0.177,0.306,0.000,1.216,0.353,-0.524,0.000,0.000,-78.089
1744030884712047874,1,-0.320,0.149,0.000,1.216,0.353,-1.134,0.000,0.000,-78.089
1744030884712047874,1,-0.087,0.388,0.000,1.216,0.397,-0.221,0.000,0.000,-76.043
1744030884712047874,1,-0.223,0.328,0.000,1.216,0.397,-0.597,0.000,0.000,-76.043
1744030884712047874,1,-0.083,0.433,0.000,1.216,0.441,-0.189,0.000,0.000,-74.212
1744030884712047874,1,-149733286927176369167378595971072.000,9168519528058938.000,-0.000,-0.000,149733286927176369167378595971072.000,-1.571,-0.000,0.000,1227.013
1744030884712047874,1,1.670,0.000,-0.000,0.000,1.670,1.571,-0.000,0.000,-51.093
1744030884712047874,1,0.000,-1.216,-0.270,0.150,1.245,3.142,-0.219,0.000,-56.190
1744030884712047874,1,0.000,-1.216,-0.177,0.306,1.228,3.142,-0.144,0.000,-56.428
1744030884712047874,1,-0.000,-0.000,-94957.477,0.000,94957.477,-1.584,-1.571,0.000,139.101
1744030884712047874,1,-0.000,28218760379769297043456.000,-0.000,0.000,28218760379769297043456.000,-0.000,-0.000,0.000,838.022
1744030884712047874,1,-2313292.278,748.811,37778931862957161709568.000,-100457656.000,37778931862957161709568.000,-1.570,1.571,0.000,843.090
1744030884712047874,1,-6863226923791176704.000,420.251,37778931862957161709568.000,0.000,37778932486371866050560.000,-1.571,1.571,0.000,843.090
1744030884712047874,1,102.650,102.644,-2370723266223407104.000,-2371074835066388480.000,2370723266223407104.000,0.785,-1.571,0.000,674.995
1744030884712047874,1,-1682269.165,-1682768.429,-38859219312773777326080.000,-38786585257983545966592.000,38859219312773777326080.000,-2.356,-1.571,0.000,843.580
1744030884712047874,1,-43662024283419365528312943632411787264.000,2673527914149176672256.000,0.000,-591695654137364480.000,43662024283419365528312943632411787264.000,-1.571,0.000,0.000,1445.604
1744030884846014763,2,0.025,0.264,0.000,0.000,0.265,0.094,0.000,0.000,-83.086
1744030884846014763,2,-0.074,0.254,0.000,0.000,0.265,-0.285,0.000,0.000,-83.086
